accuracy,precision,recall,f1,model
0.8852459016393442,0.8787878787878788,0.90625,0.8923076923076924,LogisticRegression(max_iter=1000)
0.8688524590163934,0.9,0.84375,0.8709677419354839,GaussianNB()
0.9016393442622951,0.9333333333333333,0.875,0.9032258064516129,"GridSearchCV(cv=5, estimator=KNeighborsClassifier(),
             param_grid={'n_neighbors': [3, 5, 7, 9]})"
